#r      total 
0.5000  0.0000  0.0000 
0.5100  0.0000  0.0000 
0.5200  0.0000  0.0000 
0.5300  0.0000  0.0000 
0.5400  0.0000  0.0000 
0.5500  0.0000  0.0000 
0.5600  0.0000  0.0000 
0.5700  0.0000  0.0000 
0.5800  0.0000  0.0000 
0.5900  0.0000  0.0000 
0.6000  0.0000  0.0000 
0.6100  0.0000  0.0000 
0.6200  0.0000  0.0000 
0.6300  0.0000  0.0000 
0.6400  0.0000  0.0000 
0.6500  0.0000  0.0000 
0.6600  0.0000  0.0000 
0.6700  0.0000  0.0000 
0.6800  0.0000  0.0000 
0.6900  0.0000  0.0000 
0.7000  0.0000  0.0000 
0.7100  0.0000  0.0000 
0.7200  0.0000  0.0000 
0.7300  0.0000  0.0000 
0.7400  0.0000  0.0000 
0.7500  0.0000  0.0000 
0.7600  0.0000  0.0000 
0.7700  0.0000  0.0000 
0.7800  0.0000  0.0000 
0.7900  0.0000  0.0000 
0.8000  0.0000  0.0000 
0.8100  0.0000  0.0000 
0.8200  0.0000  0.0000 
0.8300  0.0000  0.0000 
0.8400  0.0000  0.0000 
0.8500  0.0000  0.0000 
0.8600  0.0000  0.0000 
0.8700  0.0000  0.0000 
0.8800  0.0000  0.0000 
0.8900  0.0000  0.0000 
0.9000  0.0000  0.0000 
0.9100  0.0000  0.0000 
0.9200  0.0000  0.0000 
0.9300  0.0000  0.0000 
0.9400  0.0000  0.0000 
0.9500  0.0000  0.0000 
0.9600  0.0000  0.0000 
0.9700  0.0000  0.0000 
0.9800  0.0000  0.0000 
0.9900  0.0000  0.0000 
1.0000  0.0000  0.0000 
1.0100  0.0000  0.0000 
1.0200  0.0000  0.0000 
1.0300  0.0000  0.0000 
1.0400  0.0000  0.0000 
1.0500  0.0000  0.0000 
1.0600  0.0000  0.0000 
1.0700  0.0000  0.0000 
1.0800  0.0000  0.0000 
1.0900  0.0000  0.0000 
1.1000  0.0000  0.0000 
1.1100  0.0000  0.0000 
1.1200  0.0000  0.0000 
1.1300  0.0000  0.0000 
1.1400  0.0000  0.0000 
1.1500  0.0000  0.0000 
1.1600  0.0000  0.0000 
1.1700  0.0000  0.0000 
1.1800  0.0000  0.0000 
1.1900  0.0001  0.0000 
1.2000  0.0011  0.0000 
1.2100  0.0121  0.0000 
1.2200  0.1001  0.0000 
1.2300  0.6473  0.0000 
1.2400  3.2608  0.0000 
1.2500  12.7936  0.0000 
1.2600  39.0942  0.0000 
1.2700  93.0437  0.0000 
1.2800  172.4703  0.0000 
1.2900  248.9972  2.0291 
1.3000  279.9802  3.8353 
1.3100  245.1953  1.8080 
1.3200  167.2432  0.0000 
1.3300  88.8457  0.0000 
1.3400  36.7600  0.0000 
1.3500  11.8458  0.0000 
1.3600  2.9731  0.0000 
1.3700  0.5812  0.0000 
1.3800  0.0885  0.0000 
1.3900  0.0105  0.0000 
1.4000  0.0010  0.0000 
1.4100  0.0001  0.0000 
1.4200  0.0000  0.0000 
1.4300  0.0000  0.0000 
1.4400  0.0000  0.0000 
1.4500  0.0000  0.0000 
1.4600  0.0000  0.0000 
1.4700  0.0000  0.0000 
1.4800  0.0000  0.0000 
1.4900  0.0000  0.0000 
1.5000  0.0000  0.0000 
1.5100  0.0000  0.0000 
1.5200  0.0000  0.0000 
1.5300  0.0000  0.0000 
1.5400  0.0000  0.0000 
1.5500  0.0000  0.0000 
1.5600  0.0000  0.0000 
1.5700  0.0000  0.0000 
1.5800  0.0000  0.0000 
1.5900  0.0000  0.0000 
1.6000  0.0000  0.0000 
1.6100  0.0000  0.0000 
1.6200  0.0000  0.0000 
1.6300  0.0000  0.0000 
1.6400  0.0000  0.0000 
1.6500  0.0000  0.0000 
1.6600  0.0000  0.0000 
1.6700  0.0000  0.0000 
1.6800  0.0000  0.0000 
1.6900  0.0000  0.0000 
1.7000  0.0000  0.0000 
1.7100  0.0000  0.0000 
1.7200  0.0000  0.0000 
1.7300  0.0000  0.0000 
1.7400  0.0000  0.0000 
1.7500  0.0000  0.0000 
1.7600  0.0000  0.0000 
1.7700  0.0000  0.0000 
1.7800  0.0000  0.0000 
1.7900  0.0000  0.0000 
1.8000  0.0000  0.0000 
1.8100  0.0000  0.0000 
1.8200  0.0000  0.0000 
1.8300  0.0000  0.0000 
1.8400  0.0000  0.0000 
1.8500  0.0000  0.0000 
1.8600  0.0000  0.0000 
